4076,3308,1
4119,3308,1
4212,2736,
4413,2184,
4697,2113,1
4702,3308,
4739,3308,
4757,2736,1
3040,2191,
3041,2191,
4992,4577,1
2787,2397,
3471,2397,
4863,2397,
2989,1385,
3051,1385,
3054,1624,
3877,1624,
4533,1624,
4789,1142,
3055,4958,
4640,2823,
3929,3957,
4335,2448,
2357,2448,
4716,2448,
4211,2736,
4259,2736,
4278,2736,
4843,2736,
4844,2736,1
5166,2736,1
2776,2538,
3468,4020,
3964,2397,
4033,2538,
4338,2299,
4757,2736,
4058,1400,
4344,1400,1
5161,1400,1
5169,1400,1
3354,1781,
1251,3132,
2678,1561,
2690,2503,
3005,2503,
3037,1561,
3154,1561,
3695,2503,
3696,1561,
3800,1561,
3808,1561,
3822,1561,
4273,1049,1
4886,1049,
2512,1049,
2899,1049,
2992,1049,
3033,1049,
3815,1049,
1515,1393,
2780,1393,
2852,1393,
4310,1393,
1561,2403,
3038,2403,
3464,2403,
3881,2403,
4662,2403,1
4937,2403,
4938,2403,
4939,2403,
2148,2270,
2504,2270,
2475,1994,
2660,1994,
2513,3771,
2657,3711,
3717,3711,
3031,1412,
3850,1814,
4542,1412,
4543,1412,
4626,2760,1
4627,1814,
4853,3770,
933,1440,
2684,2272,
3015,2272,
3219,2272,
3552,2272,
3656,2272,
3705,1440,
3746,2272,
3813,2855,
4260,2272,1
